题目,朝代,作者,内容
灯碑五首 其四,宋末金初,宇文虚中,九夏南风入舜琴，恩风泽雨浃飞沈。陪京最是仪形地，先识君王解愠心。
灯碑五首 其五,宋末金初,宇文虚中,枹鼓无声讼狱空，欢谣击壤万家同。时人共解班春意，兵寝刑清第一功。
馆中书事,宋末金初,宇文虚中,雨来蒸郁似江乡，雨过西风特地凉。尚有庭花共客恨，可无尊酒慰幽芳。
时习斋,宋末金初,宇文虚中,未厌平生习气浓，更将馀事训儿童。鲁论二万三千字，悟入从初一句中。
醉经斋,宋末金初,宇文虚中,傍人但笑腹便便，枕藉诗书正昼眠。不识先生真悟处，未离文字已逃禅。
醉墨斋,宋末金初,宇文虚中,旋汲清泉起縠纹，定知娄永是前身。个中自可逃真性，不用淋漓污葛巾。
乌夜啼,宋末金初,宇文虚中,汝琴莫作归凤鸣，汝曲莫裁白鹤怨。明珠破璧挂高城，上有乌啼人不见。堂中蜡炬红生花，门前绀幰七香车。博山夜长香烬冷，悠悠荡子留倡家。妾机尚馀数梭锦，织恨传情还未忍。城乌为我尽情啼，知道单栖泪盈枕。
句,宋末金初,宇文虚中,有人若问南冠客，为道西山赋蕨薇。
山中见桃花李花,宋末金初,吴激,锦里春风遍海棠，别时无计奈红芳。山中桃李浑疑晚，犹有残红断客肠。
长安怀古,宋末金初,吴激,佳气犹能想郁葱，云间双阙峙苍龙。春风十里灞陵树，晓月一声长乐钟。小苑花开红漠漠，曲江波涨碧溶溶。眼前叠嶂青如画，借问南山共几峰。
宿湖城簿厅,宋末金初,吴激,日迟风暖燕飞飞，古柳高槐面翠微。卷上疏帘无一事，满池春水照蔷薇。
穷巷,宋末金初,吴激,穷巷无来辙，贫家有旧醅。窗明怜雪在，睡美觉春回。菜甲方齐拆，梅花亦半开。茅檐鸣好鸟，节物莫相催。
偶成二首 其一,宋末金初,吴激,一番瘦笋羽林枪，松架阴阴尽日凉。绕屋云烟无定态，连山草木有真香。
偶成二首 其二,宋末金初,吴激,蟹汤兔盏斗旗枪，风雨山中枕簟凉。学道穷年何所得，只工扫地与焚香。
病后寄开甫,宋末金初,吴激,暗蛩咽幽响，隙月漏微光。溪上风雨过，翛然有馀凉。病瘦鹤骨立，低垂不能翔。怀我中山兄，开经焚道香。猿啸耿清夜，钟鸣悠夕阳。商秋早晚至，梦寐松楸苍。
过南湖偶成,宋末金初,吴激,杏山松桧紫坡陀，湖面无风亦自波。绿鬓朱颜嗟老矣，落花啼鸟奈春何。诗人未必皆憔悴，世事从来有折磨。列坐流觞能几日，知谁对酒爱新鹅。
夜汎涡河龙潭,宋末金初,吴激,轻舟弄素月，静夜横清涡。天风毛发乱，疏星灿明河。图经记父老，冥寞年岁多。渊沈三千丈，湛碧寒无波。微流带文藻，绝岸无柔莎。炯如帝鸿镜，可鉴不可磨。中蟠至神物，役使群蛟鼍。蜿蜿头角古，劲鬣谁敢劘。深宫照珠贝，颇费蚌与螺。何时葛陂竹，化作陶公梭。
秋兴,宋末金初,吴激,后园杂树入云高，万里长风夜怒号。忆向钱塘江上寺，松窗竹阁瞰秋涛。
岁莫江南四忆 其一,宋末金初,吴激,瘦梅如玉人，一笑江南春。照水影如许，怕寒妆未匀。花中有仙骨，物外见天真。驿使无消息，忆君清泪频。
岁莫江南四忆 其二,宋末金初,吴激,天南家万里，江上橘千头。梦绕阊门迥，霜飞震泽秋。秋深宜映屋，香远解随舟。怀袖何时献，庭闱底处愁。
岁莫江南四忆 其三,宋末金初,吴激,吴淞潮水平，月上小舟横。旋斫四腮鲙，未输千里羹。捣齑香不厌，照箸雪无声。几见秋风起，空悲白发生。
岁莫江南四忆 其四,宋末金初,吴激,平生把螯手，遮日负垂竿。浩渺渚田熟，青荧渔火寒。忆看霜菊艳，不放酒杯乾。比老垂涎处，糟脐个个团。
述怀,宋末金初,吴激,旅食空弹铗，归休合挂冠。烟尘榆塞远，风雨麦秋寒。巢燕长如客，鸣蛙不属官。柴门江涨到，落日下渔竿。
喜晴和张鲁瞻,宋末金初,吴激,原野恍新沐，丰隆宁世情。鸟归林霭暝，楼射涧虹明。春草牛羊远，人家机杼鸣。惨舒长有命，谁复问阴晴。
国公女生日席上命赋,宋末金初,吴激,雪射瑶阶月，春回玉女扉。云中三秀草，石上六铢衣。酒熟鹅儿色，身轻燕子飞。客槎还汎斗，谁解卜支机。
秋夜,宋末金初,吴激,岂有涓埃补盛明，强扶衰病厕豪英。夜窗灯火青相对，晓镜髭须白几茎。年去年来还似梦，江南江北若为情。石田茅舍君家近，借与林泉送此生。
招赵资深拾遗,宋末金初,吴激,别久貌逾壮，道同心更亲。移居近韦杜，相对邈参辰。雪少似饶客，鸟喧知得春。归期淹几日，莫厌马蹄频。
张戡北骑,宋末金初,吴激,张生鞍马客幽都，却笑灵光笔法粗。祗今白首风沙里，忆向江南见画图。
鸡林书事,宋末金初,吴激,箕子朝鲜僻，蓬丘弱水宽。儒风通百粤，旧史记三韩。邑聚从衡接，民居质朴安。犹存古笾豆，兼用汉衣冠。兔颖家工缚，鲑腥俗嗜餐。骑兵腰玉具，府卫挟金丸。长袖鸢窥肉，都场狖挂竿。琴中蔡氏弄，指下祝家弹。主礼分庭抗，宾筵百拜难。渍橙粇酿旨，滋桂鹿脩乾。泼墨松如栉，隤墙石似丹。地偏先日出，天迫众山攒。鹏翼云帆远，羊肠石磴盘。由来异文轨，休讶变暄寒。事可资谈柄，谁能记笔端。聊将诗貌取，归作画图看。
句 其一,宋末金初,吴激,春风蜀栈青山尽，晓日秦川绿树平。
句 其二,宋末金初,吴激,烟拂柳梢留淡白，云蒸山腹出深青。
句 其三,宋末金初,吴激,山侵平野高低树，水接晴空上下星。
句 其四,宋末金初,吴激,玉座烟霞春寂寂，石坛星斗夜苍苍。
句 其五,宋末金初,吴激,手版西山聊复尔，角巾东第定何时。
句 其六,宋末金初,吴激,竹院鸣钟疑物外，画桥流水似江南。
句 其七,宋末金初,吴激,数树残花喜春在，一声啼鸟觉山深。
句 其八,宋末金初,吴激,玉雪自知尘不涴，丹青难写酒微醺。
句 其九,宋末金初,吴激,四海苍生谢安石，一言宣室贾长沙。
句 其十,宋末金初,吴激,海东绝域皇华使，天上仙官碧落卿。
句 其十一,宋末金初,吴激,江湖攲枕梦，风雪打窗时。
沙边,宋末金初,张斛,晚雨涨平堤，沙边独杖藜。长风催雁北，众水避潮西。楚客相逢少，吴天入望低。故园无路到，春草自萋萋。
东川春日,宋末金初,张斛,巴蜀三年客，江湖万里情。沧波何处尽，归棹几时行。世态浮云变，春愁细草生。群山遮望眼，片月上高城。
巫山对月怀湖外亲友,宋末金初,张斛,众壑敛新雨，孤舟增暮寒。巫山今夜月，湘水几人看。不得临湖醉，惟愁下峡难。双鱼凭寄远，尺素劝加餐。
武陵春雪,宋末金初,张斛,天风吹雪满千山，不见桃花汎碧澜。洞里仙人贪种玉，岂知人世有春寒。
高寺,宋末金初,张斛,高寺鸣钟后，孤舟落雁边。已知归径晚，故就上方眠。石峻溜声急，月高松影圆。明朝下烟霭，回首阻清川。
寓中江县楼,宋末金初,张斛,武江斜转石，文岫独参天。绿涨他山雨，青浮近市烟。松薪炊白粲，水蔓系红鲜。自喜飘蓬迹，安居过两年。
回文二首 其一,宋末金初,张斛,野旷悲行客，湍惊碍去船。夜江清汎月，秋草碧连天。
回文二首 其二,宋末金初,张斛,绿径斜萦草，红梢半落花。曲池风碎月，攲岸雨摧沙。
仙门驿听泉,宋末金初,张斛,一亭围古木，双涧泻清流。行到云山暮，卧闻风雨秋。客尘何日浣，病渴此时瘳。归去南溪上，轻舟细浪浮。
夜雨南山,宋末金初,张斛,雨夜宿山斋，夜深雨声息。石室含馀清，风枝堕残滴。
平安关道中二首 其一,宋末金初,张斛,高林俯青冥，柯叶森若织。阳光已转午，阴岭仍半黑。峥嵘乱石间，行子有苦色。临深地势入，涉险天宇塞。四顾无所投，迹茧去未息。怅然增百忧，冥冥羡归翼。
平安关道中二首 其二,宋末金初,张斛,穷冬十日阴，积雪千山路。晴云开半岭，落日犹在树。悠悠客心速，惨惨天色暮。寒鸟各有依，解鞍尚无处。游鱼误衔钩，玄豹终隐雾。行行谢冠冕，复我林壑趣。
还家,宋末金初,张斛,云林无俗姿，相对可终老。如何尘中人，不见青山好。
访香林老,宋末金初,张斛,风雨无时浪蹴天，南浮舟楫信多艰。半生梦破寒江月，万里春回故国山。归客自伤青鬓改，高僧长共白云闲。诛茅借我溪西地，未厌相从水石间。
小孤山,宋末金初,张斛,天围秋涨阔，山背夕阳孤。岸树晴犹湿，汀烟近却无。
句 其一,宋末金初,张斛,云开千里月，风动一天星。
句 其二,宋末金初,张斛,细草沙边树，疏烟岭外村。
句 其三,宋末金初,张斛,绿涨他山雨，青浮近市烟。
句 其四,宋末金初,张斛,月色四时好，人心此夜偏。
句 其五,宋末金初,张斛,春水有秀色，野云无俗姿。
句 其六,宋末金初,张斛,晴光摇碧海，远色带沧洲。
句 其七,宋末金初,张斛,雨声喧莫岛，水色借秋空。
句 其八,宋末金初,张斛,碣石晚风催雁急，昭祁寒涨与云平。
至黄州吊东坡,宋末金初,施宜生,文星落处天应泣，此老已知吾道穷。事业谩誇生仲达，功名犹忌死姚崇。
杂诗二首 其二,宋末金初,王予可,暗悲秋色素团团，一雨飘零飙霁寒。天净长空烟敛处，彩虹金挂树头山。
句 其四,宋末金初,王予可,万叠云山飞小雁。
杂诗二首,宋末金初,王予可,白露沙滩浸绿湄，小舟舣岸尚依稀。山回屏曲江连树，春锁人家深处归。暗悲秋色素团团，一雨飘零飙霁寒。天净长空烟敛处，彩虹金挂树头山。
宫体,宋末金初,王予可,红叶铺霜撼御阶，绣莲尘蹴衬罗鞋。袖沾莺翅调簧语，堕却衔翘入鬓钗。骄马金笼藉草归，翠鸾屏曲染红霏。凭栏山色春风里，唤得莺儿燕子飞。
句,宋末金初,王予可,石裂雯华渍月秋。壶树苔波月渍皴。一壶天地醒眠小。万叠云山飞小雁。风色偃貂裘。唾尖绒舌淡红甜。金盆水不暖，翠雀啄晴苔。凤蹴瑶华散，龙衔桂子香。一片冷截潭底月，六弯斜卷陇头云。帘捲绿阴花外月，玉山冰雪醉扶翁。啼鸟倒衔金羽舞，惊蛇斜傍玉帘飞。凤环捧席带香屏，鲸杯倚伎和云捲。
顺安辞呈赵使君二首,宋末金初,刘著,太平时世屡丰年，胜事空闻父老传。郭外桑麻知几顷，船头鱼蟹不论钱。六朝兴废渡河年，旧国归来更黯然。八月边城山未雪，芦花籍藉已漫天。
闺情二绝,宋末金初,刘著,天边北斗又回春，愁绝龙沙任酒醺。万里巫山归梦断，不知何处觅行云。蕙帐金炉冷篆烟，故山春草几芊芊。只今唯有潇湘月，万里相随照不眠。
伯坚惠新茶绿橘香味郁然便如一到江湖之上戏作小诗二首,宋末金初,刘著,建溪玉饼号无双，双井为奴日铸降。忽听松风翻蟹眼，却疑春雪落寒江。黄苞犹带洞庭霜，翠袖传看绿叶香。何待封题三百颗，只今诗思满江乡。
杂诗六首,宋末金初,刘豫,竹坞人家濒小溪，数枝红杏出疏篱。门前山色带烟重，幽鸟一声春日迟。风荷柄柄弄清香，轻薄沙禽落又翔。红日转西渔艇散，一川山影暮天凉。古渡停骖日向沈，凄凉归思梗清吟。碧山几点塞天阔，红叶一林秋意深。倚岩萧寺据危崖，丈室轩窗面水开。雪霁暮寒山月上，数竿修竹一枝梅。昼色晴明著色图，山光凝翠接平湖。烟岚自古人难画，远即深深近却无。寒林烟重暝栖鸦，远寺疏钟送落霞。无限岭云遮不断，数声和月到山家。
和高子文秋兴二首,宋末金初,宇文虚中,沙碧平犹涨，霜红粉已多。驹年惊过隙，凫影倦随波。散步双扶老，栖身一养和。羞看使者节，甘荷牧人蓑。摇落山城莫，栖迟客馆幽。葵衰前日雨，菊老异乡秋。自信浮沈数，仍怀顾望愁。蜀江归棹在，浩荡逐春鸥。
虏中作三首,宋末金初,宇文虚中,满腹诗书漫古今，频年流落易伤心。南冠终日囚车府，北雁何时到上林。开口摧颓空抱璞，胁肩奔走尚腰金。莫邪利剑今安在，不斩奸邪恨最深。遥夜沈沈满幕霜，有时归梦到家乡。传闻已筑西河馆，自许能肥北海羊。回首两朝俱草莽，驰心万里绝农桑。人生一死浑闲事，裂眦穿胸不汝忘。不堪垂老尚蹉跎，有口无辞可奈何。强食小儿犹解事，学妆娇女最怜他。故衾愧见沾秋雨，短褐宁忘拆海波。倚仗循环如可待，未愁来日苦无多。
予写金刚经与王正道正道与朱少章复以诗来辄次二公韵 次正道韵,宋末金初,宇文虚中,平生幸识系珠衣，穷走他乡未得归。有客为传祗树法，此心便息汉阴机。百千三昩一门入，四十九年诸事非。寄与香山老居士，要凭二义发馀辉。前世曾为粥饭僧，此生随处且腾腾。经中因认人我相，教外都忘大小乘。写去欲云居士颂，信来如续祖师灯。他年辱赠茅庵句，谁谓因缘昔未曾。
上乌林天使三首,宋末金初,宇文虚中,平生随牒浪推移，只为生民不为私。万里翠舆犹远播，一身幽圄敢终辞。鲁人除馆西河外，汉使驱羊北海湄。不是故人高议切，肯来军府问钟仪。拭玉辕门吐寸诚，敢将缓颊沮天兵。雷霆傥肯矜彫弊，草芥何须计死生。定鼎未应周命改，登坛合许赵人平。知君妙有经邦策，存取威怀万世名。当时初结两朝欢，曾见军前捧血槃。本为万年依荫厚，那知一日遽盟寒。羊牵已作俘囚献，鱼漏终期网罟宽。幸有故人知底蕴，下臣获考敢谋安。
四序回文十二首 春,宋末金初,宇文虚中,短草铺茸绿，残红照雪稀。暖轻还锦褥，寒峭怯罗衣。翠涟冰绽日，香径晚多花。细笋抽蒲密，长条舞柳斜。折花幽槛小，倾酒绿杯深。蝶舞轻风晓，莺啼老树阴。
四序回文十二首 夏,宋末金初,宇文虚中,翠密围窗竹，青圆贴水荷。睡多嫌昼永，醒少得风和。草径迷深绿，莲池浴腻红。早蝉鸣树曲，鲜鲤跃潭东。暴雨随云骤，惊雷隐地平。好风摇箑透，轻汗挹冰清。
四序回文十二首 秋,宋末金初,宇文虚中,晚日欣帘捲，凉风觉袂摇。远吟高兴遣，长醉宿愁销。短苇低残雨，虚舟带晚潮。断鸿归暗浦，疏叶堕寒梢。戚戚蛬吟苦，茫茫水驿孤。日衔山色莫，霜带菊丛枯。
四序回文十二首 冬,宋末金初,宇文虚中,鹘健呼风急，乌啼促景残。窟深宜兔蛰，蒲折荫鱼寒。裂瓦寒霜重，铺窗月影清。灭灯惊好梦，孤枕念深情。秀柏留阴绿，芳梅蘸影斜。溜檐冰结玉，装树雪飞花。
灯碑五首,宋末金初,宇文虚中,清阴霭霭匝城闉，万井熙熙桃杏春。紫陌传呼旌旆出，重臣新佩玉麒麟。钿轴天章拜异恩，驿骖花骑映朝暾。手持禁钥千门肃，官压东宫二品尊。垒原清照白登山，弥陇连天麦浪寒。剑戟渐销农器出，人家只识劝农官。九夏南风入舜琴，恩风泽雨浃飞沈。陪京最是仪形地，先识君王解愠心。枹鼓无声讼狱空，欢谣击壤万家同。时人共解班春意，兵寝刑清第一功。
挽张叔夜二首,宋末金初,张孝纯,畴昔中朝士，簪绅仰令名。恩威彰辅郡，忠孝卫都城。许国志何壮，为山功莫成。西风故林道，萧瑟感秋声。季世遭奇祸，烦冤痛可论。交情伤死别，亲属恸遗言。空想还家梦，难招去国魂。一朝成万古，斜日下平原。
岁莫江南四忆,宋末金初,吴激,瘦梅如玉人，一笑江南春。照水影如许，怕寒妆未匀。花中有仙骨，物外见天真。驿使无消息，忆君清泪频。天南家万里，江上橘千头。梦绕阊门迥，霜飞震泽秋。秋深宜映屋，香远解随舟。怀袖何时献，庭闱底处愁。吴淞潮水平，月上小舟横。旋斫四腮鲙，未输千里羹。捣齑香不厌，照箸雪无声。几见秋风起，空悲白发生。平生把螯手，遮日负垂竿。浩渺渚田熟，青荧渔火寒。忆看霜菊艳，不放酒杯乾。比老垂涎处，糟脐个个团。
偶成二首,宋末金初,吴激,一番瘦笋羽林枪，松架阴阴尽日凉。绕屋云烟无定态，连山草木有真香。蟹汤兔盏斗旗枪，风雨山中枕簟凉。学道穷年何所得，只工扫地与焚香。
句,宋末金初,吴激,春风蜀栈青山尽，晓日秦川绿树平。烟拂柳梢留淡白，云蒸山腹出深青。山侵平野高低树，水接晴空上下星。玉座烟霞春寂寂，石坛星斗夜苍苍。手版西山聊复尔，角巾东第定何时。竹院鸣钟疑物外，画桥流水似江南。数树残花喜春在，一声啼鸟觉山深。玉雪自知尘不涴，丹青难写酒微醺。四海苍生谢安石，一言宣室贾长沙。海东绝域皇华使，天上仙官碧落卿。江湖攲枕梦，风雪打窗时。
回文二首,宋末金初,张斛,野旷悲行客，湍惊碍去船。夜江清汎月，秋草碧连天。绿径斜萦草，红梢半落花。曲池风碎月，攲岸雨摧沙。
平安关道中二首,宋末金初,张斛,高林俯青冥，柯叶森若织。阳光已转午，阴岭仍半黑。峥嵘乱石间，行子有苦色。临深地势入，涉险天宇塞。四顾无所投，迹茧去未息。怅然增百忧，冥冥羡归翼。穷冬十日阴，积雪千山路。晴云开半岭，落日犹在树。悠悠客心速，惨惨天色暮。寒鸟各有依，解鞍尚无处。游鱼误衔钩，玄豹终隐雾。行行谢冠冕，复我林壑趣。
句,宋末金初,张斛,云开千里月，风动一天星。细草沙边树，疏烟岭外村。绿涨他山雨，青浮近市烟。月色四时好，人心此夜偏。春水有秀色，野云无俗姿。晴光摇碧海，远色带沧洲。雨声喧莫岛，水色借秋空。碣石晚风催雁急，昭祁寒涨与云平。
社日,宋末金初,施宜生,浊涧回湍激，青烟弄晚晖。缘随春酒熟，分与故山违。社鼓喧林莽，孤城隐翠微。山花羞未发，燕子喜先归。割少诙谐语，分均宰制功。灵祇依古树，醉叟泥村童。万里开耕稼，三时顺雨风。行春从此乐，著意酒杯中。
句,宋末金初,施宜生,只因未有良媒在，直到如今万万秋。朱门处处临官道，流水年年绕禁宫。临池翕忽云雾集，舞剑浩荡波涛翻。
