"题目","朝代","作者","内容"
"时人为李崇元融语","隋","无名氏","陈留章武，伤腰折股。贪人败类，秽我明主。"
"时人为安丰中山济南三王语","隋","无名氏","三王楚楚尽琳琅。未若济南备圆方。"
"时人为祖莹袁翻语","隋","无名氏","京师楚楚。袁与祖。洛阳翩翩。祖与袁。"
"同门生为李谧语","隋","无名氏","青成蓝，蓝谢青。师何常，在明经。"
"时人为元颐元钦语","隋","无名氏","皇宗略略。寿安思若。"
"时人为王嶷语","隋","无名氏","实痴实昏。终得保存。"
"百姓为公孙轨语","隋","无名氏","驴无强弱，辅脊自壮。"
"时人为王遵业王延明语","隋","无名氏","英英济济。王家兄弟。"
"桑乾乡里为房景伯语","隋","无名氏","有义有礼。房家兄弟。"
"时人为崔楷语","隋","无名氏","莫?獬。付崔楷。"
"李彪引谚","隋","无名氏","一日不书。百事荒芜。"
"邢峦引俗谚","隋","无名氏","耕则问田奴，绢则问织婢。"
"高谦之引谚","隋","无名氏","迷而知反。得道未还。"
"贼为杨津语","隋","无名氏","不畏利槊坚城。惟畏杨公铁星。"
"相府为裴汉语","隋","无名氏","日下粲烂有裴汉。"
"杨衒之引语","隋","无名氏","洛阳男儿急作髻。瑶光寺尼夺作婿。"
"杨衒之引谣语","隋","无名氏","狱中无系囚，舍内无青州。假令家道恶，腹中不怀愁。"
"杨衒之引京师语","隋","无名氏","洛鲤伊鲂。贵于牛羊。"
"杨衒之引京师语","隋","无名氏","白马甜榴。一实直牛。"
"杨衒之引游侠语","隋","无名氏","不畏张弓拔刀。唯畏白堕春醪。"
"杨衒之引秦民语","隋","无名氏","快马健儿。不如老妪吹篪。"
"阚骃引语","隋","无名氏","沛国龙穴至山乘。诈托旅使若奔丧。道遇寇抄失资粮。"
"郦道元引橘洲谚","隋","无名氏","昭潭无底橘洲浮。"
"郦道元引俗谚论清泉河","隋","无名氏","高梁无上源，清泉无下尾。"
"郦道元引古语论南北岈","隋","无名氏","南岈北岈。万有馀家。"
"郦道元引涝滩净滩谚","隋","无名氏","冬涝夏净。断官使命。"
"郦道元引语","隋","无名氏","绵洛为没沃。"
"高允引谚","隋","无名氏","其益如毫。其损如刀。"
"贾思协引谚论力耕","隋","无名氏","智如禹汤，不如常耕。"
"贾思协引谚论种谷树木","隋","无名氏","一年之计，莫如种谷。十年之计，莫如树木。"
"贾思协引谚论锄地","隋","无名氏","锄头三寸泽。"
"贾思协引谚论养牛马","隋","无名氏","羸牛劣马。寒食下。"
"贾思协引河西语","隋","无名氏","贷我东墙。偿我田粱。"
"仇儒造妖言","隋","无名氏","燕东倾。赵当续。欲知其名。淮水不足。"
"魏孝武帝迁长安时谚","隋","无名氏","荧惑入南斗。天子下殿走。"
"阿那环","隋","无名氏","闻有匈奴主，杂骑起尘埃。列观长平坂，驱马渭桥来。"
"杨白花","隋","无名氏","阳春二三月。杨柳齐作花。春风一夜入闺闼。杨花飘荡落南家。含情出户脚无力。拾得杨花泪沾臆。秋去春还双燕子。愿衔杨花入窠里。"
"化胡歌七首 其一","隋","无名氏","我往化胡时，头载通天威。金紫照虚空，燄燄有光晖。胡王心懭戾，不尊我为师。吾作变通力，要之出神威。麾月使东走，须弥而西颓。足踏乾川桥，日月左右回。天地昼暗昏，星辰牙差驰。众灾竞地起，良医绝不知。胡王心怖怕，叉手向吾啼。作大慈悲教，化之渐微微。落簪去一食，右肩不著衣。男曰忧婆塞，女曰忧婆夷。化胡今宾服，游神于紫微。"
"化胡歌七首 其二","隋","无名氏","我在舍卫时。约敕瞿昙身。汝共摩诃萨。赍经教东秦。历落神州界。迫至东海间。广宣至尊法。教授聋俗人。与子威神法。化道满千年。年终时当还。慎莫恋中秦。致令天气怒。太上踏地瞋。寺庙崩倒澌。龙王舐经文。八万四千弟子。一时受大缘。轮转五道头。万元一升仙。吾子三天上。悯子泪流连。念子出行道。不能却死缘。不能陵虚空。束身入黄泉。天门地户塞。一去不能还。虽得存禋嗣。使子常塞心。逆天违地理。灾考加子身。神能易生死。由子行不真。三十六天道。终卒归无形。我身西化时。登上华狱山。举目看昆仑。须弥了了悬。矫翼履清虚。倏忽到西天。但见西王母。严驾欲东旋。玉女数万千。姿容甚丽妍。天姿绝端严。齐执皇灵书。诵读仙圣经。养我同时姝。将我入天庭。皇老东向坐。身体皦然明。授我仙圣道。接度天下贤。"
"化胡歌七首 其三","隋","无名氏","我昔西化时。登上华狱山。北向视玄冥。秦川荡然平。汉少杂类多。不信至真言。吾后千馀年。白骨如丘山。尸骸路草野。流血成洪渊。不忍见子苦。故作大秦吟。哀叹二十颂。以示通中贤。见机降时世。不值苦以辛。"
"化胡歌七首 其四","隋","无名氏","我昔化胡时，西登太白山。修身岩石里，四向集诸仙。玉女檐浆酪，仙人歌玉文。天龙翼从后，白虎口驰刚。玄武负钟鼓，朱雀持幢幡。化胡成佛道，丈六金刚身。时与决口教，后当存经文。吾升九天后，克木作吾身。"
"化胡歌七首 其五","隋","无名氏","我昔离周时，西化向罽宾。路由函关去，会见尹喜身。尹喜通窈冥，候天见紫云。知吾当西过，沐浴齐戒身。日夜立香火，约敕守门人。执简迎谒请，延我入皇庭。叩搏亦无数，求欲从我身。道取人诚信，三日口不言。吾知喜心至，遗喜五千文。欲得求长生，读之易精神。将喜入西域，迁喜为真人。"
"化胡歌七首 其六","隋","无名氏","我西化胡时。涉天靡不遥。牵天覆六合。艰难身尽婴。胡人不识法。放火烧我身。身亦不缺损。乃复沉深浏。龙王折水脉。复流不复行。愚人皆哀叹。枉此贤人身。吾作腾波气。起立上著天。日月头上皦。光照亿万千。胡王心方悟。知是我圣人。叩头求悔过。今欲奉侍君。伏愿降灵气。怒活国土人。吾视怨家如赤子。不顾仇以嫌。化命一世士。坐卧诵经文。身无荣华饰。后毕得升天。吾告时世人。三界里中贤。欲求长生道。莫爱千金身。出身著死地。返更得生缘。火中生莲花。尔乃是至真。莫有生煞想。得道升清天。未负即真信。丧子千金身。"
"化胡歌七首 其七","隋","无名氏","我昔学道时。登崖历长松。盘屈幽谷里。求觅仙圣公。食服泥洹散。渐得不死踪。九重室中得见不死童。身体绝华丽。二仪中无双。遗我元气乐药。忽然天圣聪。"
"尹喜哀叹五首 其一","隋","无名氏","尹喜告世人。欲求长生道。莫求时世荣。我昔得道时。身为关府君。一日三赏赐。杂彩以金银。不以为己有。施与贫穷人。白日沾王事。夜便习灵仙。餐松食苦柏。微命乃得存。精诚神明佑。守真仰苍天。感得天地道。遇见老君身。难我以父母。却遗五千文。秘室熟读之。三年易精神。授我仙圣方。都体解自然。"
"尹喜哀叹五首 其二","隋","无名氏","我昔上九天，下向视玄冥。但见飞仙士，列翼影清天。朝宗九天主，太上皇老君。涤荡六府中，受读仙圣文。王乔得圣道，游行五岳间。服气食玉英，受命与天并。"
"尹喜哀叹五首 其三","隋","无名氏","昔往学道时，登岳历高冈。动见百丈谷，赫赤道里长。有无极神气，何以到西方。元以度赤谷，垂泪数千行。自念宿罪重，五内心摧伤。"
"尹喜哀叹五首 其四","隋","无名氏","我昔求道时，径历数千崖。浮游八荒外，徒跣身无衣。东过日出界，西寻清山累。足底重躎生，手中抱少微。道见西王母，问我子何归。耻身不学道，意欲觅仙师。感我精诚至，乞我鞋以衣。尔乃得学道，仙气渐微微。父母怪我晚，昼夜悲嗥啼。大道与俗返，一往不复归。高志日日远，不觉心肝摧。虽得不死道，日月垂微微。心精不退转，今作天人师。"
"尹喜哀叹五首 其五","隋","无名氏","昔往学道时，踪迹亦难寻。东到日出界，树木郁郁深。南到阎浮提，大火烧我身。西到俱地?，但见金城门。青龙绕城腹，白虎守城前。冲天金楼殿，太上居湛然。光影耀虚空，仙人绝端严。齐执黄卷书，口诵长生文。北向入玄冥，大水湛湛深。绕天数百迎，足底重躎生。尔乃得仙道，把揽天地神。子能述吾道，白日得升天。"
"太上皇老君哀歌七首 其一","隋","无名氏","三十六宫主。太上皇老君。哀悯下世士。垂神教世贤。子欲修冥福。先当体窈冥。生时得尊贵。不如过去荣。仙驾龙车。迎子游清天。上登金楼殿。坐卧虚空间。行则飞仙从。威仪上柱天。朝登天东头。暮到于天西。戏乐九天外。纵意极周旋。驱使役百鬼。总统于万金。"
"太上皇老君哀歌七首 其二","隋","无名氏","吾哀世愚民，不信冥中神。恃力害良善，不避贤行人。驰马骋东西，自谓常无前。善恶毕有报，业缘须臾间。神明在上见，遣使直往牵。从上头底收，系著天牢门。五毒更㸦加，恶神来克侵。口吟不能言，妻子呼仓天。莫怨神不佑，由子行不仁。"
"太上皇老君哀歌七首 其三","隋","无名氏","吾哀时世人，不信于神明。先人与种福，子孙履上行。衣厚饭得饱，灾考不到门。口气头嘘天，自谓常终日。看师真辽然，得病叩头请。外恭心不敬，神明以知人。三魂系地狱，七魄悬著天。三魂消散澌，五神不安宁。伺命来执宰，丞相踏地瞋。左神不削死，右神不著生。生神不卫护，煞神来入身。或患腰背痛，或患头目疼。百脉不复流，奋忽入黄泉。天门地户闭，一去不复还。"
"太上皇老君哀歌七首 其四","隋","无名氏","吾哀世愚人，不信冥中神。生时不恭敬，死便偿罪缘。典官逐后驱，牵北走东西。抱沙填江海，负石累高山。白日不得食，夜分不得眠。朝与杖一百，暮与鞭一千。不堪考对苦，卖罪与生人。两两共相牵，遂至死灭门。皆由不敬道，神明考㰅人。何不敬真神，生死得升天。生荣死者乐，生死得蒙恩。"
"太上皇老君哀歌七首 其五","隋","无名氏","吾哀时世人，不信冥中神。一门有十息，纵意行不仁。神明鉴无外，终不滥煞人。或夭华秀子，或夭妙少年。门崩户以坏，学者如浮云。死亦不脱岁，悲哭仍相寻。妻子沉堙澌，一身孤独存。呼天天玄远，呼地地亦深。不能自怨责，各道怨师尊。虽欲思善道，十子不复还。"
"太上皇老君哀歌七首 其六","隋","无名氏","吾告时世人，修道宜殷勤。恩亦不虚生，神明必报人。昔有刘仲伯，精诚于道门。勤恶使从善，岁会集群贤。香火日夜勤，亦能感仓天。命尽应当死，众神与表天。三魂飞杨澌，七魄入死星。右神削死藉，左神著生名。伺命来极济，左相踏地瞋。普告二十狱，拔出仲伯身。三魂还复流，七魄还入身。血脉还运转，百节方更坚。面目更端严，肉骨更鲜明。死臣三七日，寝尸还更生。"
"太上皇老君哀歌七首 其七","隋","无名氏","吾告时世人，髐骨不别真。闲时不共语，急便来求人。死者如流水，去者如浮云。秦川屯军马，中庭生丛榛。百中不留一，到思吾本言。何不学仙道，人身常得存。"
"老君十六变词 其一","隋","无名氏","一变之时。生在南方亦如火。出胎堕地能独坐。合口诵经声璅璅。眼中泪出珠子䂺。父母世间惊怪我。复畏寒冻来结果。身着天衣谁知我。"
"老君十六变词 其二","隋","无名氏","二变之时。生在西岳在汉川。寄生王家练精神。出胎堕地谁语言。晃晃昱昱似金银。三十六色绮罗文。国王欢喜会群臣。英儒雅士平论。忽然变化作大人。发眉皓白头柱天。"
"老君十六变词 其三","隋","无名氏","三变之时。变形易体在北方。出胎堕地能居床。合口诵经声琅琅。额上三午十二行。两手不门把文章。配名天地厚阴阳。从石入金快翱翔。"
"老君十六变词 其四","隋","无名氏","四变之时。生在东方身青葱。出胎堕地能瞳舂。合口诵经声雍雍。白日母抱夜乘龙。昆仑山上或西东。上天入地登虚空。仙人侍从数万里。当此之时神气通。"
"老君十六变词 其五","隋","无名氏","五变之时。生在中都在洛川。嵩高少室岭岑颠。中央修福十万年。教授仙人数万千。齐得升天入青云。降鉴周室八百年。运终数尽向罽宾。化胡成佛还东秦。敷杨道教整天文。"
"老君十六变词 其六","隋","无名氏","六变之时。生在乾地西北角。图画天地立五岳。处置星辰叙四渎。二十八宿注乡曲。日月照曜为下国。走如流水得周局。智者察之知急速。雨泽以时熟五䅽。万人食之大化足。"
"老君十六变词 其七","隋","无名氏","七变之时。生在北方在海嵎。出胎堕地声由由。好喜歌舞无忧愁。造作音乐作箜篌。万帝来请用解忧。黄河为路行竟头。一身涉世快游游。"
"老君十六变词 其八","隋","无名氏","八变之时。生在东北在艮地。图尽天地我次比。白衣居士维靡诘。欲结坐禅须谙气。通畅经书有舍利。见吾相好须信企。感子单诚不延次。齐得升天不堕地。"
"老君十六变词 其九","隋","无名氏","九变之时。下人黄泉正地柱。开辟天地施地户。四气非阳立冥所。虽有人民不能语。吾入身中施六府。胁为傍通心为主。从此以来能言语。尊卑大小有次绪。万天称传道为父。"
"老君十六变词 其十","隋","无名氏","十变之时。生在东南出风门。尽出天道安山川。置立五岳集灵仙。吹嘘寒暑生万民。烦气众生人得真。置立五藏施心神。动作六神能语言。有生有死须臾间。如水东流何时还。邂逅相代不得停。何不习善求长生。槃散流俗入胶盆。不能免离丧子身。欲求度世于中禅。搦心不坚固仙根。音聋音哑都不伦。由子前身谤经文。论说道士毁圣人。在恶必报受罪缘。但勤自责莫怨天。"
"老君十六变词 其十一","隋","无名氏","十一变之时。生在南方阎浮地。造作天地有作为。化生万物由婴儿。阴阳相对共相随。众生禀气各自为。番息众多满地池。生活自卫由乘靡。劫数灭尽一时亏。洪水滔天到月支。选擢种民留伏羲。思之念之立僧秪。唯有大圣共相知。"
"老君十六变词 其十二","隋","无名氏","十二变之时。生在西南在黄昏。时人厌贱还?身。善权方略更受新。寄胎托俗蟒蛇身。胎中诵经不遇人。左胁而出不由关。堕地七步杂秽间。九龙洗浴人不闻。国王欢喜立东宫。与迎新妇守衢夷。八百伎女营乐身。八研四升不破禅。破散库藏施贫人。道十八人诣宫门。贾作大丑婆罗门。借问太子何时还。王心不语动王情。骑王白象触王瞋。先师知意不与言。?著擅特在丘。投身饿虎求道门。变为白狗数百身。稽骨须弥示后人。传语后学须精勤。莫贪秽辱丧子身。沉累六趣更生难。不信我语至时看。"
"老君十六变词 其十三","隋","无名氏","十三变之时。变形易体在罽宾。从天而下无根元。号作弥勒金刚身。胡人不识举邪神。兴兵动众围圣人。积薪国北烧老君。太上慈悯怜众生。渐渐诱进说法轮。剔其须发作道人。横被无领涅槃僧。蒙头著领待老君。手捉锡杖惊地虫。卧便思神起诵经。佛气错乱欲东秦。梦应明帝张愆迎。白象驮经诣洛城。汉家立子无人情。舍家父母习沙门。亦无至心逃避兵。不玩道法贪治生。搦心不坚还俗经。八万四千应罪缘。破塔怀庙诛道人。打?铜像削取金。未荣几时还造新。虽得存立帝恐心。"
"老君十六变词 其十四","隋","无名氏","十四变之时。变形易像在金卫。沙门闱城说经偈。至著罪人未可济。胡人闻之心恐怪。将从群党来朝拜。叩头悔过求受戒。克肌克骨誓不退。烧指练臂自盟誓。男不妻娶坐思禅。死为尸陁喂鹰鹯。迁神涅槃舍利弗。骨得八百升散诸国。如此迁达离烦欲。苦身求道立可得。"
"老君十六变词 其十五","隋","无名氏","十五变之时。西向教化到罽宾。胡国相厘还迦夷。侵境暴耗买育人。男子守塞忧婆夷。吾入国中作善词。说化男子受三归。渐渐诱进说法轮。剔其须发作道人。阳为和上阴阿尼。假作父母度僧尼。师徒相度理无私。迁神涅槃归紫微。四镇安穆和我神。胡人思念长吁啼。铸作金像法我形。三时入礼求长生。寂寂寞寞不应人。低头视地仰看天。大圣正真何时还。"
"老君十六变词 其十六","隋","无名氏","十六变之时。生在蒲林号有遮。大富长者树提阇。有一手巾像龙蛇。遣风吹去到王家。国王得之大叹吒。兴兵动众来向家。离舍百里见莲花。国有审看一月夜。王心恶之欲破家。忽然变化白净舍。出家求道号释迦。"
"老君十六变词 其十七","隋","无名氏","五百岁之时。乘龙驾虎道得昌。汉地广大历记长。三十六人计弟兄。超度北阙云中翔。新卢酒出俱行尝。娥媚出边作细昌。当此之时乐未央。伊耶乐生寿命长。"
"老君十六变词 其十八","隋","无名氏","六百岁之时。一世以去二世归。城郭如故时人非。观者众多知我谁。死生各异令人悲。何不学道世欲衰。踟蹰西北长吁谁。伊耶乐生治太微。"
"斛律丰乐歌","隋","无名氏","朝亦饮酒醉。暮亦饮酒醉。日日饮酒醉。国计无取次。"
"兖州民为郑氏父子歌","隋","无名氏","大郑公。小郑公。相去五十载。风教尚犹同。"
"邯郸郭公歌","隋","无名氏","邯郸郭公九十九。技两渐尽入滕口。大儿缘高冈。雉子东南走。不信吾言时。当看岁在酉。"
"济北民为崔伯谦歌","隋","无名氏","崔府君。能治政。易鞭鞭。布威德。民无争。"
"文宣时谣","隋","无名氏","马子入石室。三千六百日。"
"废帝时童谣三首 其一","隋","无名氏","白头羊毣秃。羖䍽历头生角。"
"废帝时童谣三首 其二","隋","无名氏","羊羊吃野草。不吃野草远我道。不远打尔脑。"
"废帝时童谣三首 其三","隋","无名氏","阿?姑。祸也。道人姑夫。死也。"
"孝昭时童谣","隋","无名氏","中兴寺内白凫翁。四方侧听声雍雍。道人闻之夜打钟。"
"武成殂后谣","隋","无名氏","千钱买果园，中有芙蓉树。破家不分明，莲子随它去。"
"武平元年童谣","隋","无名氏","狐截尾。你欲除我我除你。"
"武平中童谣","隋","无名氏","和士开。七月三十日。将你向南台。"
"武平中童谣","隋","无名氏","七月刈禾伤早。九月吃糕正好。十月洗荡饭瓮。十一月出却赵老。"
"曲严祖珽为斛律光造谣二首 其一","隋","无名氏","百升飞上天。明月照长安。"
"曲严祖珽为斛律光造谣二首 其二","隋","无名氏","高山不推自崩。槲木不扶自竖。盲老公背上下大斧。饶舌老母不得语。"
"武成时童谣","隋","无名氏","九龙母死不作孝。"
"北齐末邺中童谣","隋","无名氏","金作扫帚玉作把，净扫殿屋迎西家。"
"武平末童谣","隋","无名氏","黄花势欲落。清尊但满酌。"
"徐之范引童谣","隋","无名氏","周里跂求伽。豹祠嫁石婆。斩冢作媒人。唯得一量紫綖靴。"
"杨子术引谣言","隋","无名氏","卢十六。稚十四。犍子拍头三十二。"
"清河民为宋世良谣","隋","无名氏","曲堤虽险贼何益。但有宋公自屏迹。"
"清河民为曲堤语","隋","无名氏","宁度江吴会稽。不历成公曲堤。"
"齐人为苏珍之宋世轨语","隋","无名氏","决定嫌疑苏珍之，视表见里宋世轨。"
"省中为祖珽裴让之语","隋","无名氏","多奇多能祖孝徵，能赋能诗裴让之。"
"文林馆中为陆乂语","隋","无名氏","五经无对。有陆乂。"
"颜之推引俗谚论教子","隋","无名氏","教妇初来。教儿婴孩。"
"颜之推引谚论治家","隋","无名氏","落索阿姑餐。"
"时人为陈元康语","隋","无名氏","三崔二张。不如一康。"
"邺下为陆仲让语","隋","无名氏","讲义两行得中郎。"
"时人为唐邕白建言","隋","无名氏","并州赫赫唐与白。"
"时人为裴皇甫二姓兄弟语","隋","无名氏","诹胜于让。和不如亮。"
"时人为冯祖赵三氏子语","隋","无名氏","冯祖及赵，秽我凤池。"
"御史台中为宋游道语","隋","无名氏","见贼能讨。宋游道。"
"时人为宋游道陆操语","隋","无名氏","游道狝猴面。陆操科斗形。意识不关貌。何谓丑者必无情。"
"邺下为李氏兄弟语","隋","无名氏","学则浑绘纬，口则绘纬浑。"
"时人为义深语","隋","无名氏","剑戟森森。李义深。"
"时人为阳休之语","隋","无名氏","能赋能诗。阳休之。"
"时人为阴凤语","隋","无名氏","阴生读书不免痴。不识双凤脱人衣。"
"时人为法上谚","隋","无名氏","沙弥若来。高座逢灾。"
"大禘圜丘及北郊歌辞十三首 其一 肆夏","隋","无名氏","肇应灵序，奄字黎民。乃朝万国，爰徵百神。只展方望，幽显咸臻。礼崇声协，贽列圭陈。翼差鳞次，端拱垂绅。来趋动色，式赞天人。"
"大禘圜丘及北郊歌辞十三首 其二 高明乐","隋","无名氏","惟神鉴矣，皇灵肃止。圜璧展事，成文即始。士备八能，乐合六变。风凑伊雅，光花袭荐。宸卫腾景，灵驾霏烟。严坛生白，绮席凝玄。"
"大禘圜丘及北郊歌辞十三首 其三 昭夏乐","隋","无名氏","刚柔凤位，惟皇配之。言肃其礼，念畅在兹。饰牲举兽，载歌且舞。既设伊腯，致精灵府。物色惟典，斋沐加恭。宗族咸暨，罔不率从。"
"大禘圜丘及北郊歌辞十三首 其四 昭夏乐","隋","无名氏","展礼上月，肃事应时。茧栗为用，交畅有期。弓矢斯发，瓮簝将事。圆神致祀，率由先志。和以銮刀，臭以血膋。至哉敬矣，厥义孔高。"
"大禘圜丘及北郊歌辞十三首 其五 皇夏乐","隋","无名氏","帝敬昭宣，皇诚萧致。玉帛齐轨，屏摄咸次。三垓上列，四陛旁升。龙陈万骑，凤动千乘。神仪天蔼，睟容离曜。金根停轸，奉光先导。"
"大禘圜丘及北郊歌辞十三首 其六 皇夏乐","隋","无名氏","紫坛云暧，绀幄霞褰。我其陟止，载致其虔。百灵竦听，万国咸仰。人神咫尺，玄应肸蚃。"
"大禘圜丘及北郊歌辞十三首 其七 高明乐","隋","无名氏","上下眷，旁午从。爵以质，献以恭。咸斯畅，乐唯雍。孝敬阐，临万邦。"
"大禘圜丘及北郊歌辞十三首 其八 高明乐","隋","无名氏","自天子之，会昌神道。丘陵肃事，克光天保。九关洞开，百灵环列。八樽呈备，五声投节。"
"大禘圜丘及北郊歌辞十三首 其九 武德乐","隋","无名氏","配神登圣，主极尊灵。敬宣昭烛，咸达窅冥。礼弘化定，乐赞功成。穰穰介福，下被群生。"
"大禘圜丘及北郊歌辞十三首 其十 皇夏乐","隋","无名氏","皇心缅且感，吉蠲奉至诚。赫哉光盛德，乾坤照百灵。报福归昌运，承佑播休明。风云驰九域，龙蛟跃四溟。浮幕呈光气，俪象烛华精。护武方知耻，韶夏仅同声。"
"大禘圜丘及北郊歌辞十三首 其十一 高明乐","隋","无名氏","献享毕，悬佾周。神之驾，将上游。超斗极，绝河流。怀万国，宁九州。欣帝道，心顾留。匝上下，荷皇休。"
"大禘圜丘及北郊歌辞十三首 其十二 昭夏乐","隋","无名氏","玄黄覆载，元首照临。合德致礼，有契其心。敬申事阕，絜诚共报。玉帛载升，棫朴斯燎。寥廓幽暧，播以馨香。皇灵惟监，降福无疆。"
"大禘圜丘及北郊歌辞十三首 其十三 皇夏乐","隋","无名氏","天大亲严，匪敬伊孝。永言肆飨，宸明增耀。阳丘既畅，大典逾光。乃安斯息，钦若旧章。天回地旋，鸣銮引警。且万且亿，皇历惟永。"
"五郊乐歌五首 其一 青帝高明乐","隋","无名氏","岁云献，谷风归。斗东指，雁北飞。电鞭激，雷车遽。虹旌靡，青龙驭。和气洽，具物滋。翻降止，应帝期。"
"五郊乐歌五首 其二 赤帝高明乐","隋","无名氏","婺女司旦。仲吕宣。朱精御节。离景延。根荄俊茂。温风发。柘火风水。应炎月。执衡长物。德孔昭。赤旗电曳。会今朝。"
"五郊乐歌五首 其三 黄帝高明乐","隋","无名氏","居中匝五运，乘衡毕四时。含养滋群物，协德固皇基。啴缓契王风，持载符君德。良辰动灵驾，承祀昌邦国。"
"五郊乐歌五首 其四 白帝高明乐","隋","无名氏","风凉露降。驰景飏寒精。山川摇落。平秩在西成。盖藏成积。烝民被嘉祉。从享来仪。鸿休溢千祀。"
"五郊乐歌五首 其五 黑帝高明乐","隋","无名氏","虹藏雉化。告寒。冰壮地坼。年殚。日次月纪。方极。九州万邦。献力。叶光是纪。岁穷。微阳潜兆。方融。天子赫赫。明圣。享神降福。惟敬。"
"祀五帝于明堂乐歌十一首 其一 肆夏乐","隋","无名氏","国际崇祀，严恭有闻。荒华胥暨，乐我大君。冕瑞有列，禽帛载叙。群后师师，威仪容与。执礼辨物，司乐考章。率由靡坠，休有烈光。"
"祀五帝于明堂乐歌十一首 其二 高明乐","隋","无名氏","祖德光，国图昌。祗上帝，礼四方。辟紫宫，动华阙。龙虎奋，风云发。飞朱雀，从玄武。携日月，带雷雨。耀宇内，溢区中。眷帝道，感皇风。帝道康，皇风扇。粢盛列，椒醑荐。神且宁，会五精。归福禄，幸闾亭。"
"祀五帝于明堂乐歌十一首 其三 武德乐","隋","无名氏","我惟我祖，自天之命。道被归仁，时屯启圣。运钟千祀，授手万姓。夷凶掩虐，匡颓翼正。载经载营，庶士咸宁。九功以洽，七德兼盈。丹书入告，玄玉来呈。露甘泉白，云郁河清。声教咸往，舟车毕会。仁加有形，化浃无外。严亲惟重，陟配惟大。既佑斯歌，率土攸赖。"
"祀五帝于明堂乐歌十一首 其四 昭夏乐","隋","无名氏","孝享不匮，精洁临年。涤牢委溢，形色博牷。于以用之，言承歆祀。肃肃威仪，敢不敬止。载饬载省，惟牛惟羊。明神有察，保兹万方。"
"祀五帝于明堂乐歌十一首 其五 昭夏乐","隋","无名氏","我将宗祀，夤献厥诚。鞠躬如在，侧听无声。荐色斯纯，呈气斯臭。有涤有濯，惟神其佑。五方来格，一人多祉。明德惟馨，于穆不已。"
"祀五帝于明堂乐歌十一首 其六 皇夏乐","隋","无名氏","象乾上构，仪坤下基。集灵崇祖，永言孝思。室陈簋豆，庭罗悬佾。夙夜畏威，保兹贞吉。舞贵其夜，歌重其升。降斯百禄，惟飨惟应。"
"祀五帝于明堂乐歌十一首 其七 高明乐","隋","无名氏","度几筵，辟牖户。礼上帝，感皇祖。酌惟絜，涤以清。荐心款，达神明。"
"祀五帝于明堂乐歌十一首 其八 高明乐","隋","无名氏","帝精来降，应我明德。礼殚义展，流祉邦国。既受多祉，实资孝敬。祀谒其诚，荷天休命。"
"祀五帝于明堂乐歌十一首 其九 皇夏乐","隋","无名氏","恭祀洽。盛礼宣。英猷烂层景。广泽同深泉。上灵钟百福。群神归万年。月轨咸梯岫。日域尽浮川。瑞鸟飞玄扈。潜鳞跃翠连。皇家膺宝历。两地复参天。"
"祀五帝于明堂乐歌十一首 其十 高明乐","隋","无名氏","青阳奏，发朱明。歌西皓，唱玄冥。大礼罄，广乐成。神心怿，将远征。饰龙驾，矫凤旌。指阊阖，憩层城。出温谷，迈炎庭。跨西汜，过北溟。忽万亿，耀光精。比电骛，与雷行。嗟皇道，怀万灵。固王业，震天声。"
"祀五帝于明堂乐歌十一首 其十一 皇夏乐","隋","无名氏","文物备矣，声明有章。登荐惟肃，礼邈前王。鬯齐云终，折旋告罄。穆穆旒冕，蕴诚毕敬。屯卫按部，銮跸回途。暂留紫殿，将及清都。"
"享庙乐辞十八首 其一 肆夏乐","隋","无名氏","霜凄雨畅，烝哉帝心。有敬其祀，肃事惟歆。昭昭车服，济济衣簪。鞠躬贡酎，磬折奉琛。差以五列，和以八音。式祗王度，如玉如金。"
"享庙乐辞十八首 其二 高明登歌乐","隋","无名氏","日卜惟吉，辰择其良。奕奕清庙，黼黻周张。大吕为角，应钟为羽。路鼗阴竹，德歌昭舞。祀事孔明，百神允穆。神心乃顾，保兹介福。"
"享庙乐辞十八首 其三 昭夏乐","隋","无名氏","大祀云事，献奠有仪。既歌既展，赞顾迎牺。执从伊竦，刍饰惟栗。俟用于庭，将升于室。且握且骍，以致其诚。惠我贻颂，降祉千龄。"
"享庙乐辞十八首 其四 昭夏乐","隋","无名氏","缅彼遐慨，悠然永思。留连七享，缠绵四时。神升魄沈，靡闻靡见。阴阳载俟，臭声兼荐。祖考其鉴，言萃王休。降神敷锡，百福是由。"
"享庙乐辞十八首 其五 皇夏乐","隋","无名氏","齐居严严，夙驾层闱。车辂垂彩，旒衮腾辉。耸诚载仰，翘心有慕。洞洞自形，斤斤表步。閟宫有邃，神道依稀。孝心缅邈，爰属爰依。"
"享庙乐辞十八首 其六 登歌乐","隋","无名氏","太室窅窅，神居宿设。郁鬯惟芬，圭璋惟洁。彝斝应时，龙蒲代用。藉茅无咎，福禄攸降。端感会事，俨思修礼。齐齐勿勿，俄俄济济。"
